date,latitude,longitude,altitude,temp_min,temp_max,wind_speed,humidity_mean,solar_radiation,eto
1979-01-01,41.0581016540527,66.25,229,6.6949999999999905,15.231,3.1330150919925397,0.6470359316653829,8.77955553,1.57
1979-01-02,41.0581016540527,66.25,229,5.757000000000009,14.715,2.9755325633919103,0.6051059494503901,8.00178687,1.63
1979-01-03,41.0581016540527,66.25,229,8.01600000000002,17.086,3.0033810465477204,0.5591179066035389,8.44802505,1.98
1979-01-04,41.0581016540527,66.25,229,9.278000000000018,17.445,3.83545884024775,0.535889626641712,8.855665038,2.45
1979-01-05,41.0581016540527,66.25,229,9.351,18.972,3.9120397902893402,0.436151462576337,9.063504612000001,3.06
1979-01-06,41.0581016540527,66.25,229,4.34899999999999,8.12299999999999,4.391168845186971,0.822026549756094,6.98371875,0.88
1979-01-07,41.0581016540527,66.25,229,5.36399999999998,10.66,2.54633286706188,0.85220796417493,2.46785346,0.75
1979-01-08,41.0581016540527,66.25,229,-0.927999999999997,6.572999999999981,5.46203602929925,0.7723387031985,3.7659410280000003,1.05
1979-01-09,41.0581016540527,66.25,229,-2.15499999999997,1.423,2.98901862727803,0.575274781627546,6.522806052000001,1.08
1979-01-10,41.0581016540527,66.25,229,-4.7719999999999905,1.2559999999999698,4.47663833246059,0.648713127605996,9.456239772,1.01
1979-01-11,41.0581016540527,66.25,229,-5.0790000000000095,-0.9580000000000269,6.87267766823341,0.7025319636904879,8.28055494,0.96
1979-01-12,41.0581016540527,66.25,229,-6.524999999999981,-1.4540000000000102,6.991651213771191,0.752675246857704,8.593202376,0.78
1979-01-13,41.0581016540527,66.25,229,-3.6180000000000003,0.687000000000012,2.61223062239994,0.735984316177089,8.637694344,0.67
1979-01-14,41.0581016540527,66.25,229,-1.00999999999999,2.62,1.47115848733306,0.824595252318265,6.60791268,0.51
1979-01-15,41.0581016540527,66.25,229,-0.350999999999999,2.9479999999999795,2.8987475809308303,0.904644480211933,6.451374672000001,0.47
1979-01-16,41.0581016540527,66.25,229,-4.11700000000002,-0.238999999999976,4.16491048500692,0.839593598414288,6.793198992000001,0.55
1979-01-17,41.0581016540527,66.25,229,-6.108999999999981,-3.66199999999998,3.84755241129013,0.8150650778965729,4.52790126,0.51
1979-01-18,41.0581016540527,66.25,229,-6.577000000000001,-3.2420000000000204,2.78486126531932,0.8512139275785071,9.405501552,0.41
1979-01-19,41.0581016540527,66.25,229,-8.154999999999971,-3.5330000000000203,2.39960641738519,0.8779316357598391,10.062787752,0.34
1979-01-20,41.0581016540527,66.25,229,-7.34100000000001,-1.524,3.86113330456017,0.861637747269063,10.604810844,0.46
1979-01-21,41.0581016540527,66.25,229,-6.793999999999981,1.31400000000002,3.5903464246069103,0.830241956288133,10.930443947999999,0.56
1979-01-22,41.0581016540527,66.25,229,0.40899999999999204,6.6669999999999705,4.312258986718319,0.8551429236437289,10.08562626,0.73
1979-01-23,41.0581016540527,66.25,229,-3.5640000000000205,3.14999999999998,4.69376126131383,0.8607045910219381,4.741482132,0.61
1979-01-24,41.0581016540527,66.25,229,-5.713000000000019,1.76499999999999,5.91606137263224,0.8347539934492271,2.57287302,0.66
1979-01-25,41.0581016540527,66.25,229,-4.262,1.64100000000002,4.32918494567787,0.9523925247578772,5.830767324,0.34
1979-01-26,41.0581016540527,66.25,229,-7.4879999999999995,-3.1519999999999904,3.4656733245210405,0.910637430010499,8.1753705,0.35
1979-01-27,41.0581016540527,66.25,229,-11.353,-6.338000000000019,3.1491347465419604,0.9241975286852959,9.2440683,0.28
1979-01-28,41.0581016540527,66.25,229,-16.916,-8.84300000000002,2.6263639269971097,0.8973486780518609,11.567367035999998,0.26
1979-01-29,41.0581016540527,66.25,229,-18.665,-9.19600000000003,1.82582700435281,0.866176522601713,11.830666284000001,0.28
1979-01-30,41.0581016540527,66.25,229,-23.195,-6.398000000000019,0.783644977191483,0.8647126235705401,12.153264336,0.29
1979-01-31,41.0581016540527,66.25,229,-18.119,-1.834,2.18713695899985,0.890380765888516,12.097911348,0.36
1979-02-01,41.0581016540527,66.25,229,-7.584,1.15899999999999,3.07233033454299,0.882918191023734,12.10876542,0.52
1979-02-02,41.0581016540527,66.25,229,-1.5699999999999898,3.3589999999999796,3.31591841750074,0.860165214866492,11.982146688,0.7
1979-02-03,41.0581016540527,66.25,229,1.8170000000000102,5.94600000000003,2.98604784257348,0.8237687165178141,11.467689047999999,0.9
